StadiumTrackmanCSV : Sheet1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1/1/2024,45:13.9,3,1,"McGinnity, Joe",2034,Right,NYG,"Sandoval, Pablo",1269,Left,SFG,Undefined,3,Bottom,1,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,93.16786,-0.8643,-2.39786,2195.104,217.9433,1:15,5.34723,2.07E+00,6.31126,-17.5375,14.08363,10.21634,3.08887,0.71403,85.24249,-4.20109,-5.51E-01,0.404725,76.42001,41.5468,-133.215,4088.287,,,,,83.03745,,,-5.97244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1/1/2024,45:33.7,3,2,"McGinnity, Joe",2034,Right,NYG,"Sandoval, Pablo",1269,Left,SFG,Undefined,3,Bottom,1,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.21811,-2.52191,-3.86547,2240.841,214.4499,1:15,5.27135,1.97E+00,6.63626,-14.891,15.95584,10.23812,1.71493,-0.72579,85.74501,-5.39726,-2.00777,0.399739,,,,,,,,,,,,-6.60504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,1/1/2024,45:54.6,3,3,"McGinnity, Joe",2034,Right,NYG,"Sandoval, Pablo",1269,Left,SFG,Undefined,3,Bottom,1,1,1,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.02374,-0.52907,-3.94775,2047.239,260.8444,2:45,5.18978,2.15369,6.1297,-33.2855,4.32284,19.20477,1.92578,0.09934,78.54946,-6.71474,-0.4912,0.441381,,,,,,,,,,,,-11.1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,1/1/2024,46:12.1,3,4,"McGinnity, Joe",2034,Right,NYG,"Sandoval, Pablo",1269,Left,SFG,Undefined,3,Bottom,1,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.61745,-2.72174,-3.11959,2235.748,218.7698,1:15,5.34557,2.0378,6.09753,-18.121,13.02135,9.63741,1.3126,-0.04717,86.34638,-6.14106,-1.3857,0.401649,,,,,,,,,,,,-5.9254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,1/1/2024,46:31.3,3,5,"McGinnity, Joe",2034,Right,NYG,"Sandoval, Pablo",1269,Left,SFG,Undefined,3,Bottom,1,2,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,95.51676,-1.43651,-3.39111,2232.145,226.0244,1:30,5.35568,1.97422,6.72284,-16.9448,12.96394,12.39095,2.62813,-0.09616,86.70507,-4.69414,-1.13643,0.393614,97.72539,-3.9614,-4.52322,,,,,24.92917,19.1031,-4.48058,0.176561,-7.58918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1/1/2024,47:07.0,4,1,"McGinnity, Joe",2034,Right,NYG,"McCovey, Willie",7363,Left,SFG,Undefined,3,Bottom,2,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,86.13756,-0.97629,-6.13638,2104.722,252.4944,2:30,5.16381,2.08728,6.42619,-29.9024,7.54264,19.83387,1.76934,-1.92175,78.24859,-6.5855,-2.56664,0.440422,,,,,,,,,,,,-12.1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,1/1/2024,47:26.1,4,2,"McGinnity, Joe",2034,Right,NYG,"McCovey, Willie",7363,Left,SFG,Undefined,3,Bottom,2,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,95.40813,-2.60716,-3.21133,2207.571,216.4858,1:15,5.33235,1.9607,6.06262,-13.8495,17.04312,11.79784,1.75988,-0.03129,86.30323,-5.27738,-1.09109,0.400036,,,,,,,,,,,,-7.1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1/1/2024,47:46.9,4,3,"McGinnity, Joe",2034,Right,NYG,"McCovey, Willie",7363,Left,SFG,Undefined,3,Bottom,2,1,1,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,94.45219,-2.48957,-3.53298,2202.007,230.2055,1:45,5.25745,2.04226,5.96115,-19.9923,11.54453,12.5732,1.27711,-0.1901,85.8833,-6.24499,-1.27752,0.404185,,,,,,,,,,,,-7.62469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,1/1/2024,48:07.7,4,4,"McGinnity, Joe",2034,Right,NYG,"McCovey, Willie",7363,Left,SFG,Undefined,3,Bottom,2,1,2,Fastball,Four-Seam,InPlay,Undefined,Popup,Out,1,0,,96.38385,-1.09974,-3.75953,2260.907,218.1936,1:15,5.35309,1.83E+00,6.08621,-15.3927,14.76824,10.8065,3.05071,-0.75318,87.27596,-4.04596,-1.81883,0.39527,34.55579,39.02175,0.123731,2887.579,,,,73.24457,67.05132,-2.92318,2.108542,-6.73386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1/1/2024,50:26.4,1,1,"Bumgarner, Madison",7309,Left,SFG,"Davis, George",7210,Left,NYG,Undefined,4,Top,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,88.26581,1.412916,5.532768,2056.428,112.8678,9:45,4.31283,-2.76E+00,6.36407,-27.2474,8.71449,-17.5785,3.34876,0.88502,79.28552,-3.73409,2.371912,0.431611,,,,,,,,,,,,10.79847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,1/1/2024,50:38.9,1,2,"Bumgarner, Madison",7309,Left,SFG,"Davis, George",7210,Left,NYG,Undefined,4,Top,0,1,0,Fastball,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,88.26025,0.962794,4.230117,2059.77,114.5483,9:45,4.29156,-2.85371,6.4531,-26.4806,9.2506,-17.4249,2.97182,-0.41264,79.3435,-4.05987,1.080834,0.430225,84.83722,-25.4677,32.29183,,,,,8.77274,3.24236,25.50158,0.056622,10.49871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,1/1/2024,51:12.0,2,1,"Bumgarner, Madison",7309,Left,SFG,"Ott, Mel",5300,Left,NYG,Undefined,4,Top,1,0,0,Cutter,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,86.04294,-0.35902,5.74407,2102.935,164.2662,11:30,4.18778,-2.77039,6.59508,-26.657,9.95501,-2.51886,1.63577,2.30007,79.65359,-5.34711,5.29009,0.435495,,,,,,,,,,,,2.72441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,1/1/2024,51:27.0,2,2,"Bumgarner, Madison",7309,Left,SFG,"Ott, Mel",5300,Left,NYG,Undefined,4,Top,1,1,0,Fastball,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,88.72133,-0.18178,5.066314,1958.834,122.9967,10:00,4.25589,-2.75059,6.61652,-23.3783,11.10233,-15.5086,2.14057,0.60896,81.46357,-4.60009,2.25988,0.422629,81.10532,-13.3325,36.13412,,,,,10.60779,9.76799,24.96936,0.077515,9.52611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,1/1/2024,51:58.8,3,1,"Bumgarner, Madison",7309,Left,SFG,"Irvin, Monte",9208,Right,NYG,Undefined,4,Top,2,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,88.78831,2.019193,3.621364,1869.808,115.7944,9:45,4.40734,-2.79504,7.29355,-24.5315,9.13638,-16.7327,4.19281,-0.91135,80.89118,-2.68684,0.546026,0.417618,,,,,,,,,,,,9.96032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1/1/2024,52:12.5,3,2,"Bumgarner, Madison",7309,Left,SFG,"Irvin, Monte",9208,Right,NYG,Undefined,4,Top,2,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,88.9672,-0.3443,5.904818,2010.313,117.2906,10:00,4.16292,-2.75161,6.51943,-24.0275,10.64217,-18.491,1.84304,1.14446,81.2532,-4.88069,2.571367,0.423786,,,,,,,,,,,,11.40701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,1/1/2024,52:28.4,3,3,"Bumgarner, Madison",7309,Left,SFG,"Irvin, Monte",9208,Right,NYG,Undefined,4,Top,2,2,0,Cutter,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.9323,0.470615,4.001525,2078.939,144.8542,10:45,4.27224,-2.79742,6.51094,-27.5902,8.9906,-5.62906,2.40599,0.41151,79.55639,-4.69534,2.983414,0.435309,,,,,,,,,,,,3.93099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,1/1/2024,52:43.4,3,4,"Bumgarner, Madison",7309,Left,SFG,"Irvin, Monte",9208,Right,NYG,Undefined,4,Top,2,2,1,Cutter,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,86.8861,0.395963,3.496104,2127.145,147.5018,11:00,4.21365,-2.89E+00,6.66386,-23.0993,12.65316,-7.39532,2.65169,-0.30133,79.87574,-3.98471,2.153251,0.430353,,,,,,,,,,,,4.79571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1/1/2024,52:58.5,3,5,"Bumgarner, Madison",7309,Left,SFG,"Irvin, Monte",9208,Right,NYG,Undefined,4,Top,2,2,2,Fastball,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,90.01395,0.467478,5.162401,1993.873,116.841,10:00,4.18049,-2.76E+00,6.46092,-23.744,10.13268,-17.9138,2.63298,0.50278,82.13854,-4.01441,1.931009,0.418911,,,,,,,,,,,,10.82241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,1/1/2024,55:14.0,1,1,"McGinnity, Joe",2034,Right,NYG,"Clark, Will",7282,Left,SFG,Undefined,4,Bottom,0,0,0,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,93.94846,-1.1583,-4.22493,2103.909,256.8152,2:30,5.24599,2.09901,6.03658,-26.2211,5.37307,18.62292,1.98532,-0.26821,85.85652,-6.03223,-0.88165,0.404552,,,,,,,,,,,,-10.8741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1/1/2024,55:27.5,1,2,"McGinnity, Joe",2034,Right,NYG,"Clark, Will",7282,Left,SFG,Undefined,4,Bottom,0,0,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,94.1615,-1.71694,-3.26721,2128.846,222.6376,1:30,5.27359,2.00819,6.1576,-19.2389,12.02607,10.15564,2.08114,-0.16712,86.05963,-5.34461,-1.43867,0.402439,70.58626,29.55617,-135.21,3342.758,,,,,53.21036,,,-6.22024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,1/1/2024,55:52.3,1,3,"McGinnity, Joe",2034,Right,NYG,"Clark, Will",7282,Left,SFG,Undefined,4,Bottom,0,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.53112,0.769653,-2.8838,2159.664,221.1274,1:15,5.25309,2.10587,6.44047,-16.9535,13.66233,11.10087,4.54846,0.37882,86.23253,-2.47192,-0.87439,0.39824,,,,,,,,,,,,-6.54461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1/1/2024,56:08.6,1,4,"McGinnity, Joe",2034,Right,NYG,"Clark, Will",7282,Left,SFG,Undefined,4,Bottom,0,1,2,Cutter,Slider,InPlay,Undefined,GroundBall,Out,1,0,,89.02235,-1.21956,-3.01915,1992.863,190.8191,12:15,5.23569,2.02339,6.11037,-27.049,7.58461,1.265,1.85221,-0.66544,82.47683,-6.23173,-2.79154,0.423565,90.76298,-3.37967,32.92629,,,,,21.55163,20.8339,32.01643,0.151929,-1.41095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,1/1/2024,56:41.7,2,1,"McGinnity, Joe",2034,Right,NYG,"Mays, Willie",3714,Right,SFG,Undefined,4,Bottom,1,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,93.76343,-1.84805,-4.02151,2149.586,264.0357,2:45,5.21606,1.98182,6.08977,-28.5091,2.99945,19.54552,1.12602,-0.11545,86.25169,-7.11848,-0.50515,0.404004,,,,,,,,,,,,-11.3508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1/1/2024,56:55.1,2,2,"McGinnity, Joe",2034,Right,NYG,"Mays, Willie",3714,Right,SFG,Undefined,4,Bottom,1,1,0,Sinker,Sinker,BallinDirt,Undefined,Undefined,Undefined,0,0,,93.70497,-3.0876,-4.40159,2146.63,258.1959,2:30,5.17907,1.83332,6.27734,-26.3569,5.09028,19.68265,0.12554,-0.59156,86.16925,-7.97891,-0.84963,0.40361,,,,,,,,,,,,-11.6223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,1/1/2024,57:22.4,2,3,"McGinnity, Joe",2034,Right,NYG,"Mays, Willie",3714,Right,SFG,Undefined,4,Bottom,1,2,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,93.82512,-0.6941,-3.96652,2218.903,218.9293,1:15,5.24553,2.01E+00,6.27517,-17.3665,14.02544,10.51713,3.15695,-0.77283,85.54042,-4.00098,-2.07192,0.403255,,,,,,,,,,,,-6.52201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1/1/2024,57:38.3,2,4,"McGinnity, Joe",2034,Right,NYG,"Mays, Willie",3714,Right,SFG,Undefined,4,Bottom,1,2,1,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Out,1,0,,94.11178,-1.98965,-3.5028,2228.855,213.0527,1:00,5.28698,1.99E+00,6.20901,-16.2217,15.14438,9.17953,2.09469,-0.48381,85.68766,-5.08496,-1.8496,0.403089,80.92594,11.06312,-10.874,6657.892,107.9681,7.95474,-21.0448,152.021,148.1272,-11.3569,1.512705,-5.78831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1/1/2024,58:07.8,3,1,"McGinnity, Joe",2034,Right,NYG,"Bonds, Barry",1080,Left,SFG,Undefined,4,Bottom,2,0,0,Sinker,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,94.30462,-0.87029,-3.10245,2224.194,234.42,1:45,5.25625,1.97388,6.14295,-21.102,10.28264,12.88225,2.69229,0.17769,85.52061,-4.85167,-0.78271,0.403209,71.59719,20.82501,-151.477,2622.847,,,,,51.4146,,,-7.57737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1/1/2024,58:22.8,3,2,"McGinnity, Joe",2034,Right,NYG,"Bonds, Barry",1080,Left,SFG,Undefined,4,Bottom,2,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.40254,-0.31008,-3.62466,2213.984,219.1068,1:15,5.37998,1.92115,6.51593,-18.7458,12.43335,9.34658,3.53275,-0.6303,85.66137,-3.87068,-1.93221,0.401886,,,,,,,,,,,,-5.85122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1/1/2024,58:38.7,3,3,"McGinnity, Joe",2034,Right,NYG,"Bonds, Barry",1080,Left,SFG,Undefined,4,Bottom,2,1,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.36764,-1.34922,-4.83952,2044.933,264.1228,2:45,5.10719,1.98799,6.96857,-33.6899,2.97232,18.46111,1.06773,-0.88645,78.92736,-7.66337,-1.46783,0.435794,,,,,,,,,,,,-11.2514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1/1/2024,58:56.8,3,4,"McGinnity, Joe",2034,Right,NYG,"Bonds, Barry",1080,Left,SFG,Undefined,4,Bottom,2,2,1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Single,0,0,,94.07039,-1.76858,-3.73303,2157.43,223.6923,1:30,5.17289,2.02846,6.41251,-18.2036,12.80363,11.29768,2.02597,-0.46698,86.05903,-5.22352,-1.69074,0.400777,57.13507,-11.2002,9.73413,,,,,13.36166,11.27169,8.481795,0.117208,-6.97579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1/1/2024,59:37.4,4,1,"McGinnity, Joe",2034,Right,NYG,"Bonds, Bobby",2832,Right,SFG,Undefined,4,Bottom,2,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,94.23049,-2.24522,-2.45665,2221.712,246.396,2:15,5.28922,2.06115,6.00445,-21.9243,9.63501,19.61737,1.37902,1.41845,85.75886,-6.3496,1.072546,0.40433,,,,,,,,,,,,-10.9969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,1/1/2024,59:56.9,4,2,"McGinnity, Joe",2034,Right,NYG,"Bonds, Bobby",2832,Right,SFG,Undefined,4,Bottom,2,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,94.28212,-1.42525,-3.40597,2194.533,226.4638,1:30,5.2858,1.976,6.12371,-17.8964,13.65639,13.20241,2.47431,-0.07606,85.20145,-4.83504,-1.0309,0.404287,,,,,,,,,,,,-7.87989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,1/1/2024,00:16.5,4,3,"McGinnity, Joe",2034,Right,NYG,"Bonds, Bobby",2832,Right,SFG,Undefined,4,Bottom,2,1,1,Cutter,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.59477,-2.26889,-4.56975,2123.232,194.4474,12:30,5.23413,2.07E+00,6.18564,-22.2321,11.68729,2.72965,1.27873,-1.92727,82.8771,-6.43317,-4.07961,0.419175,,,,,,,,,,,,-2.69433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,1/1/2024,00:35.5,4,4,"McGinnity, Joe",2034,Right,NYG,"Bonds, Bobby",2832,Right,SFG,Undefined,4,Bottom,2,2,1,Cutter,Cutter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,89.10241,-1.34233,-4.38329,2105.468,200.178,12:45,5.21733,1.95E+00,6.43231,-25.9369,8.61028,2.77473,1.81844,-1.85883,81.83431,-6.19566,-3.88246,0.423036,,,,,,,,,,,,-2.63414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1/1/2024,01:03.3,4,5,"McGinnity, Joe",2034,Right,NYG,"Bonds, Bobby",2832,Right,SFG,Undefined,4,Bottom,2,2,2,Cutter,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,89.64939,-1.41172,-3.28484,2158.596,146.8345,11:00,5.18199,2.15875,6.27006,-29.4941,4.8465,-2.47221,1.42034,-1.07876,82.31394,-6.88858,-3.73084,0.421769,,,,,,,,,,,,0.37118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,1/1/2024,03:22.5,1,1,"Bumgarner, Madison",7309,Left,SFG,"Youngs, Ross",2050,Left,NYG,Undefined,5,Top,0,0,0,Slider,Curveball,BallinDirt,Undefined,Undefined,Undefined,0,0,,74.40343,2.173953,4.873421,2372.813,295.8234,3:45,4.1618,-2.86375,6.21783,-56.9973,-6.44382,16.59469,1.42634,3.03E+00,68.2905,-8.30447,7.845313,0.511737,,,,,,,,,,,,-7.08075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,1/1/2024,03:37.5,1,2,"Bumgarner, Madison",7309,Left,SFG,"Youngs, Ross",2050,Left,NYG,Undefined,5,Top,0,1,0,Cutter,Four-Seam,InPlay,Undefined,LineDrive,Single,0,0,,85.06815,0.936061,4.088657,2152.238,178.0811,12:00,4.31611,-2.84993,6.52515,-24.633,13.53973,-0.41035,3.12438,0.87323,77.01942,-3.75401,4.014505,0.444681,76.75194,19.96717,21.10154,1556.518,101.3013,25.31633,42.87081,212.5654,210.7117,25.82647,2.537735,1.48102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1/1/2024,04:13.9,2,1,"Bumgarner, Madison",7309,Left,SFG,"Doyle, Larry",932,Left,NYG,Undefined,5,Top,0,0,0,Cutter,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,85.56979,-0.33776,5.47762,2161.929,150.5448,11:00,4.26014,-2.9089,6.31566,-25.3828,12.00347,-6.18575,1.83238,1.6363,79.09771,-5.08267,4.367208,0.440076,,,,,,,,,,,,4.55681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,1/1/2024,04:32.8,2,2,"Bumgarner, Madison",7309,Left,SFG,"Doyle, Larry",932,Left,NYG,Undefined,5,Top,0,1,0,Cutter,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,85.63762,0.741023,3.48223,2223.682,154.7041,11:15,4.23895,-2.96598,6.25891,-25.2665,11.96863,-5.1663,2.81799,-0.18173,79.04708,-3.99493,2.551564,0.439185,,,,,,,,,,,,3.5561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,1/1/2024,04:50.7,2,3,"Bumgarner, Madison",7309,Left,SFG,"Doyle, Larry",932,Left,NYG,Undefined,5,Top,0,1,1,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,88.68197,-0.36175,4.892058,2131.742,106.4835,9:30,4.21404,-2.71157,6.66073,-28.3738,6.24705,-17.4162,1.51733,0.32444,81.11004,-5.69825,1.734183,0.423487,,,,,,,,,,,,10.63568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1/1/2024,05:11.6,2,4,"Bumgarner, Madison",7309,Left,SFG,"Doyle, Larry",932,Left,NYG,Undefined,5,Top,0,1,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,88.7382,1.430727,5.793374,2118.526,116.4999,10:00,4.25796,-2.85E+00,6.87482,-24.1558,10.32457,-18.474,3.55578,0.90407,80.64162,-3.16797,2.44139,0.422627,,,,,,,,,,,,11.36985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,1/1/2024,05:30.0,2,5,"Bumgarner, Madison",7309,Left,SFG,"Doyle, Larry",932,Left,NYG,Undefined,5,Top,0,2,2,Cutter,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,86.393,0.86851,4.508148,2159.114,152.9992,11:00,4.1786,-2.90E+00,6.76025,-24.0656,12.06505,-5.61048,2.96888,0.76188,79.37167,-3.6944,3.49018,0.432623,,,,,,,,,,,,4.13709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1/1/2024,05:56.6,3,1,"Bumgarner, Madison",7309,Left,SFG,"Terry, Bill",2988,Left,NYG,Undefined,5,Top,1,0,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.22189,1.946763,5.834236,2071.955,88.67522,9:00,4.02424,-2.96402,6.86651,-43.444,0.98461,-19.8656,2.18822,0.7166,71.3042,-6.20693,2.228235,0.479736,,,,,,,,,,,,12.25997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,1/1/2024,06:13.1,3,2,"Bumgarner, Madison",7309,Left,SFG,"Terry, Bill",2988,Left,NYG,Undefined,5,Top,1,0,1,ChangeUp,Changeup,InPlay,Undefined,GroundBall,Error,0,0,,79.86742,1.334382,5.730062,2192.758,89.44032,9:00,4.06499,-2.92103,6.64289,-41.7487,1.18512,-21.4835,1.81373,0.55128,72.86336,-6.46968,1.843719,0.471597,39.84176,-35.9512,-70.0477,,,,,5.92815,4.89294,-35.1264,0.064608,13.02977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1/1/2024,06:56.6,4,1,"Bumgarner, Madison",7309,Left,SFG,"Wilhelm, Hoyt",1371,Right,NYG,Undefined,5,Top,1,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,77.40325,1.927443,3.804794,2107.636,87.66372,9:00,4.01722,-2.92808,6.66427,-45.0135,0.52504,-23.3593,2.03423,-1.38825,70.60346,-6.50405,-0.44094,0.485692,,,,,,,,,,,,13.29635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1/1/2024,07:14.9,4,2,"Bumgarner, Madison",7309,Left,SFG,"Wilhelm, Hoyt",1371,Right,NYG,Undefined,5,Top,1,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.33469,-0.67643,4.535498,2020.315,109.0758,9:45,4.18789,-2.69015,7.44498,-26.1372,6.91437,-17.0005,1.39814,-0.0102,81.78276,-5.67268,1.403423,0.413778,,,,,,,,,,,,10.62473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,1/1/2024,07:34.5,4,3,"Bumgarner, Madison",7309,Left,SFG,"Wilhelm, Hoyt",1371,Right,NYG,Undefined,5,Top,1,2,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.5746,1.004006,4.871661,2155.911,117.626,10:00,4.20252,-2.82155,6.52664,-23.2105,10.93737,-18.8234,3.1928,0.08982,81.57801,-3.39379,1.469848,0.420584,,,,,,,,,,,,11.18473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1/1/2024,07:54.9,4,4,"Bumgarner, Madison",7309,Left,SFG,"Wilhelm, Hoyt",1371,Right,NYG,Undefined,5,Top,1,2,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.5806,1.585287,4.369614,2076.86,107.0243,9:30,4.21583,-2.71323,6.33695,-27.2042,7.28863,-20.1012,3.41301,-0.35743,81.28281,-3.52884,0.745546,0.422704,,,,,,,,,,,,11.66178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1/1/2024,08:15.2,4,5,"Bumgarner, Madison",7309,Left,SFG,"Wilhelm, Hoyt",1371,Right,NYG,Undefined,5,Top,1,3,1,Fastball,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,90.1961,0.636007,4.39185,2109.343,118.361,10:00,4.20903,-2.89E+00,6.26578,-22.7559,11.23016,-18.793,2.90082,-0.40074,82.15781,-3.65946,1.008094,0.419587,74.95612,15.85031,170.6659,1939.302,,,,132.5323,50.20266,168.6683,1.432707,10.98863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1/1/2024,08:45.3,4,6,"Bumgarner, Madison",7309,Left,SFG,"Wilhelm, Hoyt",1371,Right,NYG,Undefined,5,Top,1,3,2,Fastball,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,,89.60301,-0.01104,5.828283,2142.743,117.7813,10:00,4.19422,-2.79E+00,6.9547,-24.3293,9.85512,-16.3157,2.15668,1.1744,80.48446,-4.67176,2.862846,0.42081,,,,,,,,,,,,10.64087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1/1/2024,09:15.7,5,1,"Bumgarner, Madison",7309,Left,SFG,"Jackson, Travis",246,Right,NYG,Undefined,5,Top,1,0,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.65522,1.595693,5.188194,1991.944,99.88083,9:15,4.06092,-2.90058,6.73064,-38.8791,4.57307,-17.3415,2.28555,0.40839,71.84669,-5.73794,2.044023,0.474435,,,,,,,,,,,,10.83327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
